fund_family,method,method_type,live_rebalance_date,decision_date,estimation_start,estimation_end,estimation_window,periods_per_year,eligible_asset_count,valid_observation_count,solver_success,solver_status,solver_message,objective_value,weight_sum,weight_sum_residual,min_weight,max_weight,covariance_condition,regularisation_jitter,fallback_used,fallback_reason,constraints
Combined,Equal Weight,benchmark,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2021-05-03,2021-04-30,2020-05-01,2021-04-30,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2021-06-01,2021-05-28,2020-06-01,2021-05-28,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2021-07-01,2021-06-30,2020-07-01,2021-06-30,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2021-08-02,2021-07-30,2020-07-31,2021-07-30,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2021-09-01,2021-08-31,2020-09-01,2021-08-31,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2021-10-01,2021-09-30,2020-10-01,2021-09-30,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2021-11-01,2021-10-29,2020-10-30,2021-10-29,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2021-12-01,2021-11-30,2020-12-01,2021-11-30,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2022-01-03,2021-12-31,2021-01-04,2021-12-31,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2022-02-01,2022-01-31,2021-02-02,2022-01-31,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2022-03-01,2022-02-28,2021-03-02,2022-02-28,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2022-04-01,2022-03-31,2021-04-05,2022-03-31,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2022-05-02,2022-04-29,2021-05-03,2022-04-29,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2022-06-01,2022-05-31,2021-06-02,2022-05-31,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2022-07-01,2022-06-30,2021-07-01,2022-06-30,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2022-08-01,2022-07-29,2021-07-30,2022-07-29,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2022-09-01,2022-08-31,2021-09-01,2022-08-31,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2022-10-03,2022-09-30,2021-10-01,2022-09-30,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2022-11-01,2022-10-31,2021-11-01,2022-10-31,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2022-12-01,2022-11-30,2021-12-01,2022-11-30,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2023-01-03,2022-12-30,2021-12-31,2022-12-30,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2023-02-01,2023-01-31,2022-01-31,2023-01-31,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2023-03-01,2023-02-28,2022-02-28,2023-02-28,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2023-04-03,2023-03-31,2022-03-31,2023-03-31,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2023-05-01,2023-04-28,2022-04-28,2023-04-28,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2023-06-01,2023-05-31,2022-05-31,2023-05-31,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2023-07-03,2023-06-30,2022-06-30,2023-06-30,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2023-08-01,2023-07-31,2022-07-29,2023-07-31,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2023-09-01,2023-08-31,2022-08-31,2023-08-31,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2023-10-02,2023-09-29,2022-09-29,2023-09-29,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2023-11-01,2023-10-31,2022-10-31,2023-10-31,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Equal Weight,benchmark,2023-12-01,2023-11-30,2022-11-30,2023-11-30,252,252,60,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.016666666666666666,0.016666666666666666,,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,252,60,252,True,0,Optimization terminated successfully,-0.18392298656771675,0.9999999999999999,-1.1102230246251565e-16,0.0,0.575838950990299,1033.4140189789125,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,252,60,252,True,0,Optimization terminated successfully,-0.1722471213356654,1.0,0.0,0.0,0.4283351353680736,1091.1159806064688,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,252,60,252,True,0,Optimization terminated successfully,-0.20224890436676926,1.0000000000000002,2.220446049250313e-16,0.0,0.3737816439641633,1144.040457609089,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252,252,60,252,True,0,Optimization terminated successfully,-0.2767124781038189,0.9999999999999999,-1.1102230246251565e-16,0.0,0.219018659031761,662.0121449886735,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2021-05-03,2021-04-30,2020-05-01,2021-04-30,252,252,60,252,True,0,Optimization terminated successfully,-0.2891548685712068,0.9999999999999999,-1.1102230246251565e-16,0.0,0.16495455074987597,797.3613484584105,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2021-06-01,2021-05-28,2020-06-01,2021-05-28,252,252,60,252,True,0,Optimization terminated successfully,-0.2634474410542591,1.0000000000000002,2.220446049250313e-16,0.0,0.20578464787863163,1412.0342280330033,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2021-07-01,2021-06-30,2020-07-01,2021-06-30,252,252,60,252,True,0,Optimization terminated successfully,-0.28737474086321185,1.0000000000000002,2.220446049250313e-16,0.0,0.34424064130322307,1689.7173417506017,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2021-08-02,2021-07-30,2020-07-31,2021-07-30,252,252,60,252,True,0,Optimization terminated successfully,-0.2804143278280419,1.0,0.0,0.0,0.3883579795695638,1995.4551483054097,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2021-09-01,2021-08-31,2020-09-01,2021-08-31,252,252,60,252,True,0,Optimization terminated successfully,-0.28240141300126453,1.0000000000000002,2.220446049250313e-16,0.0,0.4073753104616508,2130.423351434478,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2021-10-01,2021-09-30,2020-10-01,2021-09-30,252,252,60,252,True,0,Optimization terminated successfully,-0.26004713112989375,0.9999999999999999,-1.1102230246251565e-16,0.0,0.46171312146589627,2463.7983478300353,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2021-11-01,2021-10-29,2020-10-30,2021-10-29,252,252,60,252,True,0,Optimization terminated successfully,-0.3144045708685996,1.0,0.0,0.0,0.3625910141161266,2619.118707807963,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2021-12-01,2021-11-30,2020-12-01,2021-11-30,252,252,60,252,True,0,Optimization terminated successfully,-0.2664053809739463,1.0,0.0,0.0,0.39153365530228906,2669.719085657827,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2022-01-03,2021-12-31,2021-01-04,2021-12-31,252,252,60,252,True,0,Optimization terminated successfully,-0.2808980061005447,1.0,0.0,0.0,0.38471142492257165,2666.624707965337,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2022-02-01,2022-01-31,2021-02-02,2022-01-31,252,252,60,252,True,0,Optimization terminated successfully,-0.26325342887071157,1.0,0.0,0.0,0.41400192419649534,2851.342845116449,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2022-03-01,2022-02-28,2021-03-02,2022-02-28,252,252,60,252,True,0,Optimization terminated successfully,-0.24078364411794753,1.0,0.0,0.0,0.4117837667687565,2501.835206654028,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2022-04-01,2022-03-31,2021-04-05,2022-03-31,252,252,60,252,True,0,Optimization terminated successfully,-0.25656601235911164,0.9999999999999999,-1.1102230246251565e-16,0.0,0.33092260943537916,2657.7894514609216,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2022-05-02,2022-04-29,2021-05-03,2022-04-29,252,252,60,252,True,0,Optimization terminated successfully,-0.18293679980617866,0.9999999999999998,-2.220446049250313e-16,0.0,0.2237402191637203,2268.072052988312,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2022-06-01,2022-05-31,2021-06-02,2022-05-31,252,252,60,252,True,0,Optimization terminated successfully,-0.17238185776501733,1.0,0.0,0.0,0.254139823820584,1749.1178335346758,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2022-07-01,2022-06-30,2021-07-01,2022-06-30,252,252,60,252,True,0,Optimization terminated successfully,-0.13967648742450114,1.0,0.0,0.0,0.46793415582628084,1728.2907180182553,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2022-08-01,2022-07-29,2021-07-30,2022-07-29,252,252,60,252,True,0,Optimization terminated successfully,-0.14666909281401386,1.0,0.0,0.0,0.3024844848002494,1745.9284225597874,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2022-09-01,2022-08-31,2021-09-01,2022-08-31,252,252,60,252,True,0,Optimization terminated successfully,-0.147510539711754,1.0000000000000002,2.220446049250313e-16,0.0,0.33733469234910957,1737.983118487582,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2022-10-03,2022-09-30,2021-10-01,2022-09-30,252,252,60,252,True,0,Optimization terminated successfully,-0.12606652457569284,1.0,0.0,0.0,0.5352611627275751,1698.8813252409832,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2022-11-01,2022-10-31,2021-11-01,2022-10-31,252,252,60,252,True,0,Optimization terminated successfully,-0.15219323252012895,0.9999999999999999,-1.1102230246251565e-16,0.0,0.3894557597457359,1529.693039460684,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2022-12-01,2022-11-30,2021-12-01,2022-11-30,252,252,60,252,True,0,Optimization terminated successfully,-0.19496963599661998,1.0,0.0,0.0,0.3881854975909815,1741.4804568211844,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2023-01-03,2022-12-30,2021-12-31,2022-12-30,252,252,60,252,True,0,Optimization terminated successfully,-0.16919270530386152,0.9999999999999999,-1.1102230246251565e-16,0.0,0.6416414133498292,1687.7222263525832,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2023-02-01,2023-01-31,2022-01-31,2023-01-31,252,252,60,252,True,0,Optimization terminated successfully,-0.14098874069825623,0.9999999999999999,-1.1102230246251565e-16,0.0,0.49579563270530985,1534.2633133226184,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2023-03-01,2023-02-28,2022-02-28,2023-02-28,252,252,60,252,True,0,Optimization terminated successfully,-0.13833083119183387,1.0,0.0,0.0,0.6036510926544525,1718.4039056567515,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2023-04-03,2023-03-31,2022-03-31,2023-03-31,252,252,60,252,True,0,Optimization terminated successfully,-0.12005720538328944,0.9999999999999999,-1.1102230246251565e-16,0.0,0.40279975983787075,1617.6816720973773,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2023-05-01,2023-04-28,2022-04-28,2023-04-28,252,252,60,252,True,0,Optimization terminated successfully,-0.14744692630473488,0.9999999999999999,-1.1102230246251565e-16,0.0,0.471206586553226,1653.5205264697252,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2023-06-01,2023-05-31,2022-05-31,2023-05-31,252,252,60,252,True,0,Optimization terminated successfully,-0.13974551144893688,1.0,0.0,0.0,0.3846799141273126,1381.8653047969312,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2023-07-03,2023-06-30,2022-06-30,2023-06-30,252,252,60,252,True,0,Optimization terminated successfully,-0.21273268974500117,1.0,0.0,0.0,0.4509884931371988,1200.8839779487828,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2023-08-01,2023-07-31,2022-07-29,2023-07-31,252,252,60,252,True,0,Optimization terminated successfully,-0.19485230733987047,1.0,0.0,0.0,0.4347658723239431,1224.496672314344,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2023-09-01,2023-08-31,2022-08-31,2023-08-31,252,252,60,252,True,0,Optimization terminated successfully,-0.20556806009353357,1.0,0.0,0.0,0.37678198310897476,1081.8206752221308,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2023-10-02,2023-09-29,2022-09-29,2023-09-29,252,252,60,252,True,0,Optimization terminated successfully,-0.2304433478360162,1.0,0.0,0.0,0.4694174194160143,972.0020640065212,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2023-11-01,2023-10-31,2022-10-31,2023-10-31,252,252,60,252,True,0,Optimization terminated successfully,-0.18910557069430348,1.0,0.0,0.0,0.4964385104463593,940.1629121255555,0.0,False,,long_only; fully_invested; no_leverage
Combined,Maximum Sharpe,optimisation,2023-12-01,2023-11-30,2022-11-30,2023-11-30,252,252,60,252,True,0,Optimization terminated successfully,-0.20710771730900396,1.0,0.0,0.0,0.45324456469812896,718.9238616587567,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,252,60,252,True,0,Optimization terminated successfully,0.0002329649422552062,1.0,0.0,0.0,0.23103296977059334,1033.4140189789125,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,252,60,252,True,0,Optimization terminated successfully,0.00023597876734974074,1.0,0.0,0.0,0.2280142226653335,1091.1159806064688,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,252,60,252,True,0,Optimization terminated successfully,0.0002294447729344627,1.0,0.0,0.0,0.20941760348953212,1144.040457609089,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252,252,60,252,True,0,Optimization terminated successfully,8.331194229421595e-05,1.0,0.0,0.0,0.22707376540930524,662.0121449886735,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2021-05-03,2021-04-30,2020-05-01,2021-04-30,252,252,60,252,True,0,Optimization terminated successfully,5.580607879854814e-05,1.0,0.0,0.0,0.1995868338524495,797.3613484584105,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2021-06-01,2021-05-28,2020-06-01,2021-05-28,252,252,60,252,True,0,Optimization terminated successfully,5.1507549329793256e-05,1.0,0.0,0.0,0.1723676228719427,1412.0342280330033,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2021-07-01,2021-06-30,2020-07-01,2021-06-30,252,252,60,252,True,0,Optimization terminated successfully,4.130409827859404e-05,1.0,0.0,0.0,0.16538206872857042,1689.7173417506017,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2021-08-02,2021-07-30,2020-07-31,2021-07-30,252,252,60,252,True,0,Optimization terminated successfully,4.053388643918228e-05,1.0,0.0,0.0,0.1663968154113562,1995.4551483054097,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2021-09-01,2021-08-31,2020-09-01,2021-08-31,252,252,60,252,True,0,Optimization terminated successfully,3.9865521887794365e-05,1.0,0.0,0.0,0.16644971629866304,2130.423351434478,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2021-10-01,2021-09-30,2020-10-01,2021-09-30,252,252,60,252,True,0,Optimization terminated successfully,3.519466458374481e-05,1.0,0.0,0.0,0.14700241435846503,2463.7983478300353,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2021-11-01,2021-10-29,2020-10-30,2021-10-29,252,252,60,252,True,0,Optimization terminated successfully,3.3403104052016174e-05,0.9999999999999999,-1.1102230246251565e-16,0.0,0.11055319606179725,2619.118707807963,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2021-12-01,2021-11-30,2020-12-01,2021-11-30,252,252,60,252,True,0,Optimization terminated successfully,3.2341974091843205e-05,1.0,0.0,0.0,0.1274352819684277,2669.719085657827,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2022-01-03,2021-12-31,2021-01-04,2021-12-31,252,252,60,252,True,0,Optimization terminated successfully,3.512677021824902e-05,1.0,0.0,0.0,0.11534420536001691,2666.624707965337,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2022-02-01,2022-01-31,2021-02-02,2022-01-31,252,252,60,252,True,0,Optimization terminated successfully,3.504404093911625e-05,0.9999999999999999,-1.1102230246251565e-16,0.0,0.1061801720516918,2851.342845116449,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2022-03-01,2022-02-28,2021-03-02,2022-02-28,252,252,60,252,True,0,Optimization terminated successfully,3.491640336073439e-05,1.0,0.0,0.0,0.14112368312286397,2501.835206654028,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2022-04-01,2022-03-31,2021-04-05,2022-03-31,252,252,60,252,True,0,Optimization terminated successfully,3.429012578433649e-05,1.0,0.0,0.0,0.14300960514457253,2657.7894514609216,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2022-05-02,2022-04-29,2021-05-03,2022-04-29,252,252,60,252,True,0,Optimization terminated successfully,4.1169421856565974e-05,1.0,0.0,0.0,0.12917414036068625,2268.072052988312,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2022-06-01,2022-05-31,2021-06-02,2022-05-31,252,252,60,252,True,0,Optimization terminated successfully,4.594386527004769e-05,0.9999999999999998,-2.220446049250313e-16,0.0,0.17303703013161573,1749.1178335346758,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2022-07-01,2022-06-30,2021-07-01,2022-06-30,252,252,60,252,True,0,Optimization terminated successfully,5.459111704874477e-05,1.0,0.0,0.0,0.17738613592995625,1728.2907180182553,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2022-08-01,2022-07-29,2021-07-30,2022-07-29,252,252,60,252,True,0,Optimization terminated successfully,5.653290915024664e-05,0.9999999999999999,-1.1102230246251565e-16,0.0,0.17093822826778102,1745.9284225597874,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2022-09-01,2022-08-31,2021-09-01,2022-08-31,252,252,60,252,True,0,Optimization terminated successfully,5.946128862225242e-05,1.0,0.0,0.0,0.14139938524666776,1737.983118487582,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2022-10-03,2022-09-30,2021-10-01,2022-09-30,252,252,60,252,True,0,Optimization terminated successfully,6.856419841278752e-05,1.0,0.0,0.0,0.16429538648261327,1698.8813252409832,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2022-11-01,2022-10-31,2021-11-01,2022-10-31,252,252,60,252,True,0,Optimization terminated successfully,7.887063300380449e-05,0.9999999999999999,-1.1102230246251565e-16,0.0,0.17358552494334126,1529.693039460684,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2022-12-01,2022-11-30,2021-12-01,2022-11-30,252,252,60,252,True,0,Optimization terminated successfully,7.887462115856208e-05,1.0,0.0,0.0,0.2389623831988321,1741.4804568211844,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2023-01-03,2022-12-30,2021-12-31,2022-12-30,252,252,60,252,True,0,Optimization terminated successfully,7.998832617286928e-05,1.0,0.0,0.0,0.22197904527278353,1687.7222263525832,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2023-02-01,2023-01-31,2022-01-31,2023-01-31,252,252,60,252,True,0,Optimization terminated successfully,8.186246394958828e-05,1.0,0.0,0.0,0.2144902575123822,1534.2633133226184,0.0,False,,long_only; fully_invested; no_leverage
Combined,Minimum Variance,optimisation,2023-03-01,2023-02-28,2022-02-28,2023-02-28,252,252,60,252,True,0,Optimization terminated successfully,8.129271132668441e-05,1.0,0.0,0.0,0.20603994339858628,1718.4039056567515,0.0,False,,long_only; fully_invested; no_leverage
